0,chrome,png,undefined,526.9,172.5,2890,276.8
4,chrome,jpeg,undefined,245.3,16.5,296,121.4
8,chrome,avif,undefined,163.1,9.1,299,63.6
12,chrome,webp,undefined,213.8,10.1,354,94
16,chrome,png,undefined,225.4,25,953,110.8
20,chrome,jpeg,undefined,210.9,9.9,185,108.3
24,chrome,avif,undefined,213.2,11.4,181,97.7
28,chrome,webp,undefined,255.8,17.5,193,138.5
32,chrome,png,undefined,209.1,17.4,782,111.2
36,chrome,jpeg,undefined,219.2,15.8,196,94.8
40,chrome,avif,undefined,291.7,13.4,558,84.6
44,chrome,webp,undefined,228.5,14.6,191,100
48,chrome,png,undefined,208.8,8.9,1065,103.3
52,chrome,jpeg,undefined,527.1,235.4,701,366.9
55,chrome,avif,undefined,178.4,8.7,215,67.3
59,chrome,webp,undefined,206.3,19.5,189,114.3
63,chrome,png,undefined,209.6,9,893,103.3
67,chrome,jpeg,undefined,224.2,8.1,191,116.6
71,chrome,avif,undefined,209.5,13.7,168,124.8
75,chrome,webp,undefined,199.5,15.7,204,88.7
79,chrome,png,undefined,143.6,9.1,1014,58.3
83,chrome,jpeg,undefined,162.6,15.2,203,67.1
86,chrome,avif,undefined,190,13.3,166,101.8
90,chrome,webp,undefined,208.3,18.5,187,68.5
93,chrome,png,undefined,209.3,19.3,1008,89.8
96,chrome,jpeg,undefined,210.4,21.9,238,115.2
100,chrome,avif,undefined,193.9,12.3,187,115.2
104,chrome,webp,undefined,206.9,16.6,185,123.6
108,chrome,png,undefined,203.5,23.8,717,129.5
112,chrome,jpeg,undefined,226.9,9.3,182,97.5
115,chrome,avif,undefined,203.4,10.4,251,105.5
118,chrome,webp,undefined,201.2,9.9,139,99.4
122,chrome,png,undefined,242.5,35.3,716,146.7
126,chrome,jpeg,undefined,208.9,10.8,175,121.3
130,chrome,avif,undefined,229.1,18.8,162,124.7
133,chrome,webp,undefined,196.7,10.3,166,97.9
137,chrome,png,undefined,190.3,14.2,1159,118.4
141,chrome,jpeg,undefined,226.5,9.7,245,123
145,chrome,avif,undefined,178.9,14.5,221,86.6
149,chrome,webp,undefined,235.9,15.3,216,122.4
152,chrome,png,undefined,176.2,20.4,832,82.3
156,chrome,jpeg,undefined,227.9,8.6,172,118.7
160,chrome,avif,undefined,172.9,10.8,163,95.3
164,chrome,webp,undefined,171.3,8.3,217,42.4
168,chrome,png,undefined,226,11.3,914,99
172,chrome,jpeg,undefined,215.3,11.9,177,105.3
176,chrome,avif,undefined,193.8,11.8,173,112.4
179,chrome,webp,undefined,216.3,12.9,231,48.2
182,chrome,png,undefined,244.4,10.2,683,142.6
186,chrome,jpeg,undefined,185,9.2,152,87.4
190,chrome,avif,undefined,184.1,14.8,204,34
193,chrome,webp,undefined,134.8,10.5,134,62.7
196,chrome,png,undefined,209.9,13.2,780,112.3
200,chrome,jpeg,undefined,255.2,9.3,178,133.2
204,chrome,avif,undefined,240.7,9.1,230,81.4
208,chrome,webp,undefined,291.5,9.9,240,117.2
212,chrome,png,undefined,288.8,10.5,972,73.1
216,chrome,jpeg,undefined,310.2,9.7,276,139.2
220,chrome,avif,undefined,348.2,10.1,276,97.5
224,chrome,webp,undefined,425.1,14.8,340,169.9
228,chrome,png,undefined,200.3,8.8,1177,108.6
231,chrome,jpeg,undefined,192.2,9.6,225,76.2
234,chrome,avif,undefined,221.5,11.4,302,130.9
238,chrome,webp,undefined,164.6,15.5,220,84.7
241,chrome,png,undefined,186.5,12.4,1076,64.7
245,chrome,jpeg,undefined,275.9,36.9,228,144.6
248,chrome,avif,undefined,180.4,15.5,238,89.8
251,chrome,webp,undefined,197.6,10.5,196,84.4
254,chrome,png,undefined,215.1,8.7,1238,112.5
258,chrome,jpeg,undefined,264.8,14.1,255,122.9
262,chrome,avif,undefined,197.2,8.8,226,104.4
266,chrome,webp,undefined,169.8,13,222,60.5
270,chrome,png,undefined,235.3,15.2,1141,133.6
274,chrome,jpeg,undefined,245.3,26.2,255,138.3
277,chrome,avif,undefined,191.5,13.7,204,104.9
280,chrome,webp,undefined,184.7,9.1,210,77
284,chrome,png,undefined,184,8.6,1085,72.9
287,chrome,jpeg,undefined,174.6,12.1,250,69.6
291,chrome,avif,undefined,226.6,9.6,196,127.5
295,chrome,webp,undefined,214.7,14.7,193,131
298,chrome,png,undefined,246.6,9.2,944,138
302,chrome,jpeg,undefined,186.9,9.8,190,93.8
305,chrome,avif,undefined,198.9,39.5,202,95.3
309,chrome,webp,undefined,219.8,10.6,167,98.5
313,chrome,png,undefined,179.7,15,728,97.3
317,chrome,jpeg,undefined,228.4,16.4,196,123.9
321,chrome,avif,undefined,261,11.9,171,129.4
325,chrome,webp,undefined,215.2,12.2,153,120.7
328,chrome,png,undefined,210.4,10.9,981,122.8
332,chrome,jpeg,undefined,208.9,12.1,233,65.4
335,chrome,avif,undefined,204.2,11.2,171,104.5
339,chrome,webp,undefined,207.6,8,162,117.2
342,chrome,png,undefined,188.5,9.8,937,84.4
346,chrome,jpeg,undefined,219.5,8.2,167,90.7
349,chrome,avif,undefined,193.1,10.1,169,97.9
353,chrome,webp,undefined,198.5,10.3,162,108.7
357,chrome,png,undefined,194.3,7.9,1062,109
361,chrome,jpeg,undefined,191.6,8.6,248,111.6
365,chrome,avif,undefined,232.5,11.2,289,147.2
369,chrome,webp,undefined,227.3,11.5,198,116.3
373,chrome,png,undefined,243.5,9.5,1135,111.3
377,chrome,jpeg,undefined,169.1,7.9,223,57.2
381,chrome,avif,undefined,208,11.4,289,103.8
384,chrome,webp,undefined,216.1,16.5,254,130.7
388,chrome,png,undefined,193.7,8.5,914,115.2
