5,safari,png,446,115,2196,124
11,safari,jpeg,310,100,452,106
17,safari,avif,326,106,424,109
23,safari,webp,297,86,444,97
29,safari,png,270,47,1822,51
35,safari,jpeg,304,97,448,100
41,safari,avif,335,113,444,116
47,safari,webp,277,8,387,60
53,safari,png,299,82,2053,94
59,safari,jpeg,290,85,462,93
65,safari,avif,342,110,466,116
71,safari,webp,291,93,433,97
77,safari,png,334,121,2372,132
83,safari,jpeg,298,11,501,59
89,safari,avif,291,83,421,93
95,safari,webp,298,99,472,107
101,safari,png,326,115,3165,123
107,safari,jpeg,318,103,595,111
113,safari,avif,301,93,559,98
119,safari,webp,305,87,549,96
125,safari,png,300,73,1704,93
131,safari,jpeg,301,59,458,64
137,safari,avif,298,80,429,95
143,safari,webp,326,109,488,116
149,safari,png,272,11,1846,61
155,safari,jpeg,320,107,460,114
161,safari,avif,316,75,418,94
167,safari,webp,311,106,412,109
173,safari,png,317,109,2150,112
179,safari,jpeg,294,46,425,58
185,safari,avif,306,99,413,103
191,safari,webp,322,115,431,120
197,safari,png,305,25,1753,61
203,safari,jpeg,305,70,437,95
209,safari,avif,331,117,436,121
215,safari,webp,306,79,405,94
221,safari,png,293,87,2143,92
227,safari,jpeg,298,10,482,61
233,safari,avif,325,115,465,118
239,safari,webp,342,128,473,130
245,safari,png,299,83,1805,94
251,safari,jpeg,294,85,434,95
257,safari,avif,330,118,432,121
263,safari,webp,332,120,428,124
269,safari,png,269,8,1943,60
275,safari,jpeg,294,90,427,94
281,safari,avif,321,109,420,112
287,safari,webp,297,72,403,94
293,safari,png,301,99,1816,101
299,safari,jpeg,298,61,434,95
305,safari,avif,295,90,384,99
311,safari,webp,351,129,439,136
317,safari,png,332,120,1887,127
323,safari,jpeg,300,9,435,59
329,safari,avif,329,111,417,118
335,safari,webp,293,70,390,94
341,safari,png,308,71,2005,94
347,safari,jpeg,300,66,426,96
353,safari,avif,300,69,402,94
359,safari,webp,329,112,446,119
365,safari,png,307,69,2075,95
371,safari,jpeg,305,96,491,103
377,safari,avif,299,80,422,95
383,safari,webp,302,86,436,94
389,safari,png,301,71,2041,97
395,safari,jpeg,299,42,447,58
401,safari,avif,297,9,408,60
407,safari,webp,301,83,438,97
413,safari,png,265,22,2082,62
419,safari,jpeg,302,82,498,93
425,safari,avif,308,34,479,57
431,safari,webp,271,9,432,60
437,safari,png,316,110,2485,117
443,safari,jpeg,292,78,501,93
449,safari,avif,301,67,471,91
455,safari,webp,338,123,536,130
461,safari,png,294,50,1495,58
